unique_video_name,original prompts,model,prompt length,naturalness_score,text_similarity,BLIP_SIM,inception score,MOS Alignment,MOS Perception,Average Mos,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_bee_pollinating_a_flower._tuneavideo.gif,A bee pollinating a flower,Tune-a-Video,Short,0.42809802,0.679977489,0.47499907,26.99115164,5.92,5.165208333,5.542604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_symphony_orchestra_performing_a_grandiose_symphony.t2vsynthesis.mp4,A symphony orchestra performing a grandiose symphony,T2VSynthesis,Short,0.3997689,0.70874902,0.706288338,152.3805184,6.74625,6.537291667,6.641770834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Flying_cupcakes_with_rainbow_sprinkles_and_wings_made_of_cotton_candy._tuneavideo.gif,Flying cupcakes with rainbow sprinkles and wings made of cotton candy,Tune-a-Video,Average,0.5592336,0.653424024,0.699673653,11.5224108,5.305416667,5.983125,5.644270834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_child_blowing_bubbles_and_watching_them_float_gracefully_in_the_air.t2vzero.mp4,A child blowing bubbles and watching them float gracefully in the air,ModelZero,Average,0.8271731,0.77501174,0.714021492,993.7605354,5.632916667,6.571041667,6.101979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_black_stallion_races_alongside_the_ocean's_edge.t2vzero.mp4,A black stallion races alongside the ocean's edge,ModelZero,Short,0.94000345,0.430863062,0.679857302,7.801039686,7.30875,7.581458333,7.445104167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Candle_illuminated_ancient_manuscript.t2vsynthesis.mp4,Candle illuminated ancient manuscript,T2VSynthesis,Short,0.3408665,0.396114548,0.453637282,13.62143261,4.737083333,5.475625,5.106354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_statue_of_a_man_coming_to_life_with_a_heroic_pose._tuneavideo.gif,A statue of a man coming to life with a heroic pose,Tune-a-Video,Average,0.9606413,0.80375792,0.707318187,142.5000521,6.435,6.477708333,6.456354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_person_giving_a_heartfelt_speech_to_a_captivated_audience.t2vsynthesis.mp4,A person giving a heartfelt speech to a captivated audience,T2VSynthesis,Short,0.6572478,0.446886142,0.510037708,166.718983,6.43375,6.292291667,6.363020834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Exploring_a_magical_realm_where_dreams_come_to_life_with_talking_animals_and_floating_castles.t2vsynthesis.mp4,Exploring a magical realm where dreams come to life with talking animals and floating castles,T2VSynthesis,Long,0.6451116,0.395669021,0.365315151,61.97476185,3.289166667,3.915208333,3.6021875,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tom_hanks_embarking_on_a_thrilling_adventure_through_time_and_space.t2vsynthesis.mp4,Tom hanks embarking on a thrilling adventure through time and space,T2VSynthesis,Average,0.8514706,0.423427845,0.209586604,3.658074425,3.6225,4.562708333,4.092604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Easter_bunny_in_a_blue_suit_gives_chocolates_to_children.videofusion.mp4,Easter bunny in a blue suit gives chocolates to children,Video_Fusion,Short,0.75212896,0.637169305,0.317470582,17.7000674,3.122916667,3.781875,3.452395834,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_a_post-apocalyptic_world_a_group_of_survivors_embarks_on_a_perilous_journey_to_find_sanctuary.aphantasia.mp4,In a post-apocalyptic world a group of survivors embarks on a perilous journey to find sanctuary,Aphantasia,Long,0.4671241,0.383887411,0.187246647,10.99050541,3.272083333,2.938125,3.105104167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Santa_claus_on_drugs.aphantasia.mp4,Santa claus on drugs,Aphantasia,Short,0.4732164,0.414394075,0.308005543,35.51617866,4.142916667,3.040208333,3.5915625,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_his_dressing_room_a_juggler_adorned_in_a_vibrant_suit_practices_a_mesmerizing_routine._tuneavideo.gif,In his dressing room a juggler adorned in a vibrant suit practices a mesmerizing routine,Tune-a-Video,Long,0.8473755,0.549743782,0.232271388,11.84039585,5.71375,5.237708333,5.475729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_whimsical_carousel_with_mythical_creatures_as_its_riders.videofusion.mp4,A whimsical carousel with mythical creatures as its riders,Video_Fusion,Short,0.8134465,0.691849606,0.722144063,470.3279294,5.064166667,5.683125,5.373645834,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_birthday_of_the_hedgehog_and_all_the_forest_animals_came_with_gifts_to_congratulate_him.t2vzero.mp4,The birthday of the hedgehog and all the forest animals came with gifts to congratulate him,ModelZero,Long,0.34312922,0.428289176,0.536854219,502.0468627,6.073333333,6.807708333,6.440520833,,,,,,,,
,,,,,,,,,,,,,,,,,,
Autumn_leaves_falling_from_trees.videofusion.mp4,Autumn leaves falling from trees,Video_Fusion,Short,0.46956372,0.408811254,0.562257004,11.68765307,5.17875,5.332291667,5.255520834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_black_stallion_races_alongside_the_oceans_edge.t2vsynthesis.mp4,A black stallion races alongside the oceans edge,T2VSynthesis,Short,0.6587833,0.408231607,0.62349116,25.12557197,7.251666667,7.487708333,7.3696875,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_cup_of_steaming_hot_cocoa.aphantasia.mp4,A cup of steaming hot cocoa,Aphantasia,Short,0.37292176,0.499218668,0.374257355,39.45344927,1.969166667,1.282708333,1.6259375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_playful_puppy_frolicking_in_a_field_of_flowers_chasing_butterflies_and_rolling_in_the_grass._tuneavideo.gif,A playful puppy frolicking in a field of flowers chasing butterflies and rolling in the grass,Tune-a-Video,Long,0.9442595,0.769959124,0.74347806,62.93432313,6.253333333,6.438125,6.345729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"In_his_dressing_room,_a_juggler_adorned_in_a_vibrant_suit_practices_a_mesmerizing_routine.t2vzero.mp4","In his dressing room, a juggler adorned in a vibrant suit practices a mesmerizing routine",ModelZero,Long,0.9503732,0.644418871,0.456016016,23.23782493,5.070416667,5.498125,5.284270834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_student_raising_their_hand_and_answering_a_question_in_class.aphantasia.mp4,A student raising their hand and answering a question in class,Aphantasia,Average,0.48562616,0.565484618,0.245946083,30.32307223,2.182916667,1.824791667,2.003854167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_roller_coaster_ride_capturing_the_exhilarating_twists_and_turns_from_a_firstperson_perspective._tuneavideo.gif,A roller coaster ride capturing the exhilarating twists and turns from a firstperson perspective,Tune-a-Video,Long,0.732682,0.594857557,0.601000905,9.421291854,3.200416667,3.253125,3.226770834,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Within_a_coral_reef,_a_kaleidoscope_of_colorful_marine_creatures_creates_a_vibrant_underwater_ecosystem.videofusion.mp4","Within a coral reef, a kaleidoscope of colorful marine creatures creates a vibrant underwater ecosystem",Video_Fusion,Long,0.6199937,0.544105448,0.806916936,416.4775218,6.462083333,6.474375,6.468229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Friends_having_a_fun_water_fight_on_a_hot_summer_day.videofusion.mp4,Friends having a fun water fight on a hot summer day,Video_Fusion,Average,0.44412118,0.522476054,0.33987999,6.795742322,7.08125,6.953958333,7.017604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_couple_strolling_hand_in_hand_through_a_vibrant_city_street.t2vzero.mp4,A couple strolling hand in hand through a vibrant city street,ModelZero,Average,0.9194872,0.784374379,0.731639004,57.51743962,7.245833333,7.199791667,7.2228125,,,,,,,,
,,,,,,,,,,,,,,,,,,
Birds_singing_in_the_morning_sunlight.t2vsynthesis.mp4,Birds singing in the morning sunlight,T2VSynthesis,Short,0.21589178,0.405545806,0.339671898,7.212134747,2.851666667,4.190625,3.521145834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Easter_bunny_in_a_blue_suit_gives_chocolates_to_children.aphantasia.mp4,Easter bunny in a blue suit gives chocolates to children,Aphantasia,Short,0.6057234,0.57866515,0.633071518,220.4839367,3.601666667,2.688125,3.144895834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Autumn_leaves_falling_from_trees.t2vsynthesis.mp4,Autumn leaves falling from trees,T2VSynthesis,Short,0.35458297,0.590818054,0.532292779,9.686845316,5.281666667,5.298958333,5.2903125,,,,,,,,
,,,,,,,,,,,,,,,,,,
Dublin_city_centre_on_saint_patricks_day._tuneavideo.gif,Dublin city centre on saint patricks day,Tune-a-Video,Short,0.90454173,0.534015699,0.442656219,19.04200853,2.9975,3.013958333,3.005729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"A_bird's-eye_view_of_a_vast_desert_landscape,_with_sand_dunes_stretching_as_far_as_the_eye_can_see.videofusion.mp4","A bird's-eye view of a vast desert landscape, with sand dunes stretching as far as the eye can see",Video_Fusion,Long,0.5117244,0.779737519,0.557435354,5.126978195,4.3725,5.109791667,4.741145834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mirror_reflected_hidden_realms._tuneavideo.gif,Mirror reflected hidden realms,Tune-a-Video,Short,0.38540572,0.517784768,0.47607857,6.234075613,1.725416667,1.946041667,1.835729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Depressed_people_standing_around_an_hourglass_with_little_sand_left._tuneavideo.gif,Depressed people standing around an hourglass with little sand left,Tune-a-Video,Short,0.80428934,0.632204809,0.427227467,104.6297766,2.495833333,2.821041667,2.6584375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_stylish_black-and-white_detective_piecing_together_clues_in_a_rain-soaked_city.aphantasia.mp4,A stylish black-and-white detective piecing together clues in a rain-soaked city,Aphantasia,Average,0.5452857,0.430423223,0.347015038,30.75038371,3.376666667,2.628958333,3.0028125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_sculptor_carving_a_masterpiece_out_of_stone.t2vsynthesis.mp4,A sculptor carving a masterpiece out of stone,T2VSynthesis,Short,0.8952061,0.427522469,0.605724589,10.00294216,7.252083333,7.528125,7.390104167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_scientist_inventing_a_revolutionary_device_that_allows_humans_to_communicate_with_animals.aphantasia.mp4,A scientist inventing a revolutionary device that allows humans to communicate with animals,Aphantasia,Long,0.40005738,0.38277894,0.228129673,35.7669423,2.1725,1.959375,2.0659375,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_a_postapocalyptic_world_a_group_of_survivors_embarks_on_a_perilous_journey_to_find_sanctuary.t2vsynthesis.mp4,In a postapocalyptic world a group of survivors embarks on a perilous journey to find sanctuary,T2VSynthesis,Long,0.64897823,0.578961745,0.271079826,48.9242899,5.398333333,5.682708333,5.540520833,,,,,,,,
,,,,,,,,,,,,,,,,,,
Lost_in_an_ancient_labyrinth_searching_for_a_hidden_treasure_guarded_by_mythical_creatures.aphantasia.mp4,Lost in an ancient labyrinth searching for a hidden treasure guarded by mythical creatures,Aphantasia,Long,0.5962252,0.402368905,0.444968338,50.60111832,3.564166667,3.646458333,3.6053125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_superhero_cat_with_the_power_to_grant_wishes.aphantasia.mp4,A superhero cat with the power to grant wishes,Aphantasia,Short,0.30677933,0.621087924,0.698189697,19.47676618,4.268333333,3.479791667,3.8740625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_dramatic_thunderstorm_with_lightning_illuminating_the_dark_sky_and_rain_pouring_down_in_torrents._tuneavideo.gif,A dramatic thunderstorm with lightning illuminating the dark sky and rain pouring down in torrents,Tune-a-Video,Long,0.39283538,0.736862168,0.717849433,8.156487317,6.642916667,7.231041667,6.936979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"A_field_of_sunflowers_stretching_as_far_as_the_eye_can_see,_with_a_blue_sky_overhead.t2vzero.mp4","A field of sunflowers stretching as far as the eye can see, with a blue sky overhead",ModelZero,Long,0.1785196,0.827918402,0.905184746,8.528454408,6.393333333,7.581875,6.987604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mirror_reflected_hidden_realms.t2vsynthesis.mp4,Mirror reflected hidden realms,T2VSynthesis,Short,0.2145406,0.42878342,0.549035454,24.33147084,2.52625,3.158125,2.8421875,,,,,,,,
,,,,,,,,,,,,,,,,,,
"The_old_oak_tree_whispered_secrets_to_the_moon,_its_branches_reaching_out_like_skeletal_fingers.t2vzero.mp4","The old oak tree whispered secrets to the moon, its branches reaching out like skeletal fingers",ModelZero,Long,0.29493797,0.663323112,0.498791122,46.17947177,5.893333333,6.924791667,6.4090625,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sly_raccoon_smirks.aphantasia.mp4,Sly raccoon smirks,Aphantasia,Short,0.575742,0.321768299,0.361285667,33.05676872,3.3975,3.316458333,3.356979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"With_long_flowing_hair_and_a_shimmering_tail,_the_mermaid_gracefully_swam_through_the_crystal-clear_waters.t2vsynthesis.mp4","With long flowing hair and a shimmering tail, the mermaid gracefully swam through the crystal-clear waters",T2VSynthesis,Long,0.48031062,0.665243884,0.752431361,28.59479424,6.789166667,6.932708333,6.8609375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_roller_coaster_ride_capturing_the_exhilarating_twists_and_turns_from_a_first-person_perspective.t2vzero.mp4,A roller coaster ride capturing the exhilarating twists and turns from a first-person perspective,ModelZero,Long,0.5801848,0.734321944,0.802528858,25.3576138,4.43625,5.453958333,4.945104167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Very_evil_and_mad_clown_in_the_circus_arena.t2vzero.mp4,Very evil and mad clown in the circus arena,ModelZero,Short,0.9495234,0.636442692,0.396657395,18.7180614,7.109166667,7.029375,7.069270834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_puppy_learning_to_walk.videofusion.mp4,A puppy learning to walk,Video_Fusion,Short,0.68930876,0.432758435,0.666581853,14.24111343,7.080833333,7.101041667,7.0909375,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_the_midst_of_a_lively_carnival_parade_samba_dancers_adorned_rio_de_janeiro.t2vsynthesis.mp4,In the midst of a lively carnival parade samba dancers adorned rio de janeiro,T2VSynthesis,Long,0.90424585,0.421255487,0.185051839,90.83885404,6.690833333,6.787291667,6.7390625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_futuristic_city_skyline_with_flying_cars_zooming_through_neon-lit_skyscrapers.t2vsynthesis.mp4,A futuristic city skyline with flying cars zooming through neon-lit skyscrapers,T2VSynthesis,Average,0.32576102,0.740331055,0.597004382,18.64781794,5.935,5.966875,5.9509375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_giant_bubblegum_bubble_that_engulfs_a_whole_city.t2vsynthesis.mp4,A giant bubblegum bubble that engulfs a whole city,T2VSynthesis,Short,0.7570637,0.672051953,0.532618268,66.13708076,5.459166667,6.362708333,5.9109375,,,,,,,,
,,,,,,,,,,,,,,,,,,
"A_cozy_cabin_nestled_in_a_snowy_mountain_landscape,_smoke_billowing_from_the_chimney.videofusion.mp4","A cozy cabin nestled in a snowy mountain landscape, smoke billowing from the chimney",Video_Fusion,Long,0.53720874,0.754007464,0.78357722,13.40967049,7.267083333,7.486041667,7.3765625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_of_elephants_walking_together_across_the_african_savannah._tuneavideo.gif,A family of elephants walking together across the african savannah,Tune-a-Video,Short,0.9614234,0.787178121,0.724992275,226.4911985,6.55875,6.016458333,6.287604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_snowflakes_danced_in_a_delicate_ballet_painting_the_landscape_in_a_blanket_of_white.t2vsynthesis.mp4,The snowflakes danced in a delicate ballet painting the landscape in a blanket of white,T2VSynthesis,Long,0.25124472,0.416958411,0.097832632,6.870051736,3.071666667,3.607291667,3.339479167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_lighthouse_stood_tall_guiding_lost_souls_back_to_the_shores_of_serenity._tuneavideo.gif,The lighthouse stood tall guiding lost souls back to the shores of serenity,Tune-a-Video,Long,0.5445273,0.5323568,0.40844214,39.64076041,5.469166667,4.849791667,5.159479167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Mirror_reflected_hidden_realms.videofusion.mp4,Mirror reflected hidden realms,Video_Fusion,Short,0.33032012,0.402630795,0.412195841,15.35282185,2.531666667,2.491041667,2.511354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_scientist_inventing_a_revolutionary_device_that_allows_humans_to_communicate_with_animals.t2vsynthesis.mp4,A scientist inventing a revolutionary device that allows humans to communicate with animals,T2VSynthesis,Long,0.28454363,0.403955423,0.330242411,9.1189052,2.454583333,3.081875,2.768229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Within_a_coral_reef_a_kaleidoscope_of_colorful_marine_creatures_creates_a_vibrant_underwater_ecosystem.t2vsynthesis.mp4,Within a coral reef a kaleidoscope of colorful marine creatures creates a vibrant underwater ecosystem,T2VSynthesis,Long,0.80671996,0.527761772,0.849935977,351.7695198,6.87875,7.086458333,6.982604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_pyramids_of_giza_in_the_egyptian_desert.t2vsynthesis.mp4,The pyramids of giza in the egyptian desert,T2VSynthesis,Short,0.25410855,0.680923789,0.631844775,33.33645913,7.137916667,6.862708333,7.0003125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_serene_Japanese_garden_with_a_picturesque_bridge_over_a_tranquil_pond_filled_with_koi_fish.aphantasia.mp4,A serene Japanese garden with a picturesque bridge over a tranquil pond filled with koi fish,Aphantasia,Long,0.3408504,0.672412646,0.461735725,22.15242199,5.240416667,3.748125,4.494270834,,,,,,,,
,,,,,,,,,,,,,,,,,,
An_oil_painting_portrays_an_anthropomorphic_female_green_fox_animal.aphantasia.mp4,An oil painting portrays an anthropomorphic female green fox animal,Aphantasia,Short,0.5107367,0.709877265,0.762258835,6.47206542,5.094583333,4.091875,4.593229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_living_room_features_a_black_and_white_chevronpatterned_floor._tuneavideo.gif,A living room features a black and white chevronpatterned floor,Tune-a-Video,Short,0.75607294,0.723669848,0.842476249,18.87140804,4.455833333,5.188125,4.821979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
An_astronaut_stranded_on_a_distant_planet_discovers_a_hidden_civilization_with_advanced_technology.aphantasia.mp4,An astronaut stranded on a distant planet discovers a hidden civilization with advanced technology,Aphantasia,Long,0.4698485,0.427594754,0.553936348,48.47850595,4.955833333,4.321041667,4.6384375,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_the_depths_of_the_forest_a_shimmering_waterfall_cascaded_down_into_a_hidden_emerald_pool._tuneavideo.gif,In the depths of the forest a shimmering waterfall cascaded down into a hidden emerald pool,Tune-a-Video,Long,0.63866156,0.745467498,0.658449411,45.70661412,5.101666667,4.774791667,4.938229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_old_bookstore_is_a_labyrinth_of_forgotten_stories.t2vsynthesis.mp4,The old bookstore is a labyrinth of forgotten stories,T2VSynthesis,Short,0.24984062,0.45662987,0.470043723,8.572293921,5.450833333,5.066458333,5.258645833,,,,,,,,
,,,,,,,,,,,,,,,,,,
Children_playing_a_game_of_soccer_in_a_neighborhood._tuneavideo.gif,Children playing a game of soccer in a neighborhood,Tune-a-Video,Short,0.727635,0.753574051,0.794121683,8.869464716,6.35625,5.883541667,6.119895834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Warm_golden_honey_slowly_drizzling_over_a_stack_of_fluffy_pancakes.aphantasia.mp4,Warm golden honey slowly drizzling over a stack of fluffy pancakes,Aphantasia,Average,0.39432698,0.426783561,0.40671463,12.96641318,3.68375,3.196041667,3.439895834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_of_elephants_walking_together_across_the_African_savannah.aphantasia.mp4,A family of elephants walking together across the African savannah,Aphantasia,Short,0.5086256,0.753007711,0.650707245,51.5726382,4.643333333,4.050625,4.346979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_playful_puppy_frolicking_in_a_field_of_flowers_chasing_butterflies_and_rolling_in_the_grass.aphantasia.mp4,A playful puppy frolicking in a field of flowers chasing butterflies and rolling in the grass,Aphantasia,Long,0.23249394,0.643970778,0.652071457,13.60812773,3.685,3.196458333,3.440729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_person_hugging_a_loved_one.aphantasia.mp4,A person hugging a loved one,Aphantasia,Short,0.7291647,0.703979589,0.600615311,42.50133647,3.225416667,2.657708333,2.9415625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_superhero_cat_with_the_power_to_grant_wishes.t2vzero.mp4,A superhero cat with the power to grant wishes,ModelZero,Short,0.96574736,0.640156659,0.756525993,130.3291799,6.01875,6.646041667,6.332395834,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Athletes_sprinting_towards_the_finish_line,_pushing_their_limits.t2vzero.mp4","Athletes sprinting towards the finish line, pushing their limits",ModelZero,Short,0.91057456,0.470053839,0.762304688,5.428797937,7.444583333,6.821041667,7.1328125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_burst_of_confetti_raining_down_from_the_ceiling_at_a_festive_celebration.videofusion.mp4,A burst of confetti raining down from the ceiling at a festive celebration,Video_Fusion,Long,0.30948228,0.519680529,0.400916958,61.11183109,4.60375,4.861041667,4.732395834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_talking_tree_with_leaves_that_change_color_based_on_its_mood._tuneavideo.gif,A talking tree with leaves that change color based on its mood,Tune-a-Video,Average,0.6747471,0.703496928,0.598447978,11.09306753,4.142083333,3.787291667,3.9646875,,,,,,,,
,,,,,,,,,,,,,,,,,,
Against_the_backdrop_of_a_breathtaking_sunset_a_couple_by_the_ocean_embraces_each_others_hands_and_joyfully_dashes_forward._tuneavideo.gif,Against the backdrop of a breathtaking sunset a couple by the ocean embraces each others hands and joyfully dashes forward,Tune-a-Video,Long,0.69823766,0.440252069,0.480317026,6.738209321,5.30875,4.675208333,4.991979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"In_a_futuristic_metropolis,_a_detective_investigates_a_series_of_mysterious_cybernetic_crimes.t2vzero.mp4","In a futuristic metropolis, a detective investigates a series of mysterious cybernetic crimes",ModelZero,Long,0.84253854,0.409769124,0.408490133,13.4602268,5.955833333,6.602291667,6.2790625,,,,,,,,
,,,,,,,,,,,,,,,,,,
Yoga_enthusiasts_practiced_mindful_poses_in_the_shadow_of_the_acropolis.t2vsynthesis.mp4,Yoga enthusiasts practiced mindful poses in the shadow of the acropolis,T2VSynthesis,Average,0.69436705,0.624282039,0.753308487,25.88116717,6.2725,5.625625,5.9490625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_house_made_entirely_of_candy_and_chocolate.videofusion.mp4,A house made entirely of candy and chocolate,Video_Fusion,Short,0.46382385,0.784433009,0.541735586,20.48877131,6.41875,5.991041667,6.204895834,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Exploring_a_magical_realm_where_dreams_come_to_life,_with_talking_animals_and_floating_castles.t2vzero.mp4","Exploring a magical realm where dreams come to life, with talking animals and floating castles",ModelZero,Long,0.51051486,0.4811022,0.509881735,14.18206226,6.128333333,6.053541667,6.0909375,,,,,,,,
,,,,,,,,,,,,,,,,,,
"In_the_depths_of_the_forest,_a_shimmering_waterfall_cascaded_down_into_a_hidden_emerald_pool.videofusion.mp4","In the depths of the forest, a shimmering waterfall cascaded down into a hidden emerald pool",Video_Fusion,Long,0.47933185,0.413697351,0.375591977,6.742043715,3.064166667,3.579791667,3.321979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Robots_work_tirelessly_in_a_factory_line.t2vsynthesis.mp4,Robots work tirelessly in a factory line,T2VSynthesis,Short,0.49830073,0.663779143,0.536696752,14.93082524,6.255416667,5.397291667,5.826354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_gathers_around_the_dinner_table_sharing_stories_and_laughter.aphantasia.mp4,A family gathers around the dinner table sharing stories and laughter,Aphantasia,Average,0.33359706,0.596600216,0.512401962,33.81418842,5.392083333,4.319791667,4.8559375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_talking_tree_with_leaves_that_change_color_based_on_its_mood.videofusion.mp4,A talking tree with leaves that change color based on its mood,Video_Fusion,Average,0.33997685,0.693388007,0.571097755,25.79562273,2.46,2.836458333,2.648229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Friends_laughing_and_playing_in_a_park.t2vsynthesis.mp4,Friends laughing and playing in a park,T2VSynthesis,Short,0.60761046,0.561950567,0.488038095,8.2888574,6.737083333,5.521041667,6.1290625,,,,,,,,
,,,,,,,,,,,,,,,,,,
"A_child_takes_their_first_steps,_stumbling_and_giggling_with_excitement.t2vzero.mp4","A child takes their first steps, stumbling and giggling with excitement",ModelZero,Average,0.9598595,0.43089973,0.466984844,6.564782069,6.58875,5.581875,6.0853125,,,,,,,,
,,,,,,,,,,,,,,,,,,
As_the_first_snowflakes_began_to_fall_children_bundled_up_in_warm_coats_and_scarves_eagerly_building_snowmen_in_the_freshly_powdered_park.aphantasia.mp4,As the first snowflakes began to fall children bundled up in warm coats and scarves eagerly building snowmen in the freshly powdered park,Aphantasia,Long,0.4851218,0.505828326,0.594945946,116.1524955,3.6775,3.316458333,3.496979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_child_blowing_out_birthday_candles._tuneavideo.gif,A child blowing out birthday candles,Tune-a-Video,Short,0.75067717,0.798210691,0.749693811,181.6866715,6.852083333,6.144375,6.498229167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"With_a_flick_of_her_wrist,_the_magician_transformed_a_deck_of_cards_into_a_swarm_of_butterflies.videofusion.mp4","With a flick of her wrist, the magician transformed a deck of cards into a swarm of butterflies",Video_Fusion,Long,0.27199942,0.439715253,0.26850516,8.096480782,3.552916667,3.370208333,3.4615625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_of_elephants_bathing_and_playfully_splashing_water_in_a_serene_river._tuneavideo.gif,A family of elephants bathing and playfully splashing water in a serene river,Tune-a-Video,Long,0.95732796,0.762579467,0.696715176,393.2903069,6.53875,6.331875,6.4353125,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sun-kissed_strawberries_oozing_their_juices_as_theyre_sliced_for_a_delicious_dessert.aphantasia.mp4,Sun-kissed strawberries oozing their juices as theyre sliced for a delicious dessert,Aphantasia,Average,0.44704503,0.393348775,0.483155556,19.12247922,4.384583333,3.466875,3.925729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Marilyn_Monroe_dances_the_twist_with_Donald_Trump.videofusion.mp4,Marilyn Monroe dances the twist with Donald Trump,Video_Fusion,Short,0.8388692,0.621418383,0.597996648,32.38443525,4.210416667,3.771041667,3.990729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_painter_creating_a_colorful_masterpiece_on_a_canvas.t2vzero.mp4,A painter creating a colorful masterpiece on a canvas,ModelZero,Short,0.9165763,0.407517853,0.78745389,61.56583389,6.96375,6.886875,6.9253125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_ladybug_crawling_on_a_leaf._tuneavideo.gif,A ladybug crawling on a leaf,Tune-a-Video,Short,0.837099,0.726845681,0.551177263,101.5196061,6.609166667,7.074375,6.841770834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_painter_creating_a_colorful_masterpiece_on_a_canvas.videofusion.mp4,A painter creating a colorful masterpiece on a canvas,Video_Fusion,Short,0.3745631,0.478050359,0.743745613,23.21938596,6.767083333,6.906875,6.836979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
